0,0.2161
1e-06,0.043
2e-06,-0.2643
3e-06,-0.3827
4e-06,-0.0951
5e-06,0.2375
6e-06,0.1972
7e-06,-0.1387
8e-06,-0.1773
9e-06,0.0997
1e-05,0.1931
1.1e-05,0.2254
1.2e-05,0.3023
1.3e-05,0.0737
1.4e-05,-0.1711
1.5e-05,0.11
1.6e-05,0.3884
1.7e-05,0.3331
1.8e-05,0.1016
1.9e-05,0.0657
2e-05,0.156
2.1e-05,0.286
2.2e-05,-0.0099
2.3e-05,-0.4431
2.4e-05,-0.0903
2.5e-05,0.0169
2.6e-05,-0.2095
2.7e-05,-0.2883
2.8e-05,-0.5357
2.9e-05,-0.3029
3e-05,0.1184
3.1e-05,-0.0108
3.2e-05,-0.4315
3.3e-05,-0.1955
3.4e-05,0.2454
3.5e-05,0.4369
3.6e-05,0.1543
3.7e-05,0.0039
3.8e-05,0.0997
3.9e-05,0.0196
4e-05,0.1527
4.1e-05,0.0826
4.2e-05,0.1706
4.3e-05,-0.1995
4.4e-05,-0.3314
4.5e-05,-0.0438
4.6e-05,-0.0618
4.7e-05,0.0519
4.8e-05,0.0825
4.9e-05,0.0676
5e-05,0.2767
5.1e-05,0.2362
5.2e-05,0.0486
5.3e-05,0.2861
5.4e-05,0.2728
5.5e-05,0.0555
5.6e-05,-0.2085
5.7e-05,0.1148
5.8e-05,0.0396
5.9e-05,-0.3379
6e-05,0.0606
6.1e-05,-0.1212
6.2e-05,-0.1805
6.3e-05,0.0722
6.4e-05,0.1764
6.5e-05,0.0307
6.6e-05,-0.0717
6.7e-05,-0.3936
6.8e-05,-0.3895
6.9e-05,0.1428
7e-05,0.0368
7.1e-05,0.0337
7.2e-05,-0.0109
7.3e-05,0.0165
7.4e-05,0.2761
7.5e-05,-0.0178
7.6e-05,-0.6101
7.7e-05,-0.4353
7.8e-05,0.1237
7.9e-05,0.1948
8e-05,0.0156
8.1e-05,-0.1313
8.2e-05,0.1092
8.3e-05,0.4804
8.4e-05,0.4674
8.5e-05,0.4784
8.6e-05,0.6189
8.7e-05,0.1762
8.8e-05,-0.3712
8.9e-05,-0.03
9e-05,0.2372
9.1e-05,0.1243
9.2e-05,0.2598
9.3e-05,-0.1792
9.4e-05,-0.1217
9.5e-05,0.2724
9.6e-05,-0.0741
9.7e-05,-0.3092
9.8e-05,-0.3601
9.9e-05,-0.3241
0.0001,0.3683
0.000101,-0.0261
0.000102,-0.5605
0.000103,-0.0976
0.000104,0.2627
0.000105,0.4097
0.000106,-0.115
0.000107,-0.3347
0.000108,0.1396
0.000109,0.6358
0.00011,0.4911
0.000111,0.199
0.000112,-0.08
0.000113,-0.2488
0.000114,-0.2338
0.000115,-0.1462
0.000116,0.0801
0.000117,0.0189
0.000118,-0.2056
0.000119,-0.0073
0.00012,0.0406
0.000121,0.0632
0.000122,0.0709
0.000123,-0.3032
0.000124,-0.2182
0.000125,0.163
0.000126,0.0844
0.000127,0.1129
0.000128,0.1063
0.000129,0.2158
0.00013,0.4153
